"Chapter Title","Sub-Chapter Title","sutra_no","sutra_translation","sb_verse_no","sb_verse_roman","sb_verse_devanagari","sb_verse_synonyms","sb_verse_translation"
"--Contents of Chapter Eleven--","UNIVERSAL MANIFESTATION, ONLY HE EXISTED.","3.3.17","","3.3.17","","","",""
"--Contents of Chapter Eleven--","THE LOTUS FEET OF THE SUPREME LORD.","3.3.18","1o|84|26 tasyadya te dadrsimanghrim aghaugha-marsa-— irthaspadam hrdi krtam su-vipakva-yogaih tsikta-bhakty-upahatasaya-jiva-kosa","3.3.18","1o|84|26 tasyadya te dadrsimanghrim aghaugha-marsa-— irthaspadam hrdi krtam su-vipakva-yogaih tsikta-bhakty-upahatasaya-jiva-kosa","१ओ।८४।२६ तस्यद्य ते दद्र्सिमन्घ्रिम् अघौघ-मर्स-— इर्थस्पदम् ह्र्दि क्र्तम् सु-विपक्व-योगैह् त्सिक्त-भक्त्य्-उपहतसय-जिव-कोस","",""
"--Contents of Chapter Eleven--","FATHER, FOR HE IS ATTAINED BY LOVE.","3.3.19","","3.3.19","","","",""
"--Contents of Chapter Eleven--","EMPOWERED SOULS ARE KNOWN AS SAKYATVESA AVATARAS.","3.3.21","","3.3.21","","","",""
"--Contents of Chapter Eleven--","SUPREME LORD HIMSELF. THEY ARE ONLY PARTIAL EXPANSIONS.","3.3.22","","3.3.22","","","",""
"--Contents of Chapter Eleven--","THIS TRUTH IS REVEALED TO NARADA MUNI, WHO HIMSELF IS A SAKTYAVESA","3.3.23","","3.3.23","","","",""
"--Contents of Chapter Eleven--","PERVADING, AND HE IS THE MAINTAINER OF THE UNIVERSE.","3.3.24","","3.3.24","","","",""
"--Contents of Chapter Eleven--","HYMN OF THE RIG VEDA; THIS HYMN IS NOT APPLICABLE TO ANY OTHER BEING.","3.3.25","1o|1|2o tatra gatva jagannatham deva-devam vrsakapim pursuam purusa-suktena upatasthe samahitah","3.3.25","1o|1|2o tatra gatva jagannatham deva-devam vrsakapim pursuam purusa-suktena upatasthe samahitah","१ओ।१।२ओ तत्र गत्व जगन्नथम् देव-देवम् व्र्सकपिम् पुर्सुअम् पुरुस-सुक्तेन उपतस्थे समहितह्","tatra--there (on the śore of the ocean of milk); gatva--after going; jagannatham--unto the master of th ntire universe, the ṣupreme Being; deva-devam--the ṣupreme ġod of all gods; vrsakapim--the ṣupreme Person,",""
"--Contents of Chapter Eleven--","ONE SHOULD NOT WORSHIP THE LORD TO DESTROY ONE'S ENEMIES.","3.3.26","","3.3.26","","","",""
"--Contents of Chapter Eleven--","SEEK AFTER MANY WORDS, FOR THAT IS MERE WEARINESS OF THE TONGUE.'","3.3.27","","3.3.27","","","",""
"--Contents of Chapter Eleven--","ATTAINABLE BY OTHER YOGA SYSTEMS IS EASILY AVAILABLE TO THE DEVOTEE.","3.3.28","","3.3.28","","","",""
"--Contents of Chapter Eleven--","HELP NEOPHYTES ADVANCE ON THE PATH OF PURE DEVOTION BACK HOME, BACK TO","3.3.29","","3.3.29","","","",""
"--Contents of Chapter Eleven--","RUCIBHAKTI, THE PATH OF SPONTANEOUS LOVE, IS THE BEST.","3.3.31","1o|9|21 nayam sukhapo bhagavan dehinam gopi ka-sutah jnaninam catma-bhutanam yatha bhaktimatam iha","3.3.31","1o|9|21 nayam sukhapo bhagavan dehinam gopi ka-sutah jnaninam catma-bhutanam yatha bhaktimatam iha","१ओ।९।२१ नयम् सुखपो भगवन् देहिनम् गोपि क-सुतह् ज्ननिनम् चत्म-भुतनम् यथ भक्तिमतम् इह","na--not; ayam--this; sukha-apah--very easily obtainable, or an object of happiness; bhagavan--the ṣupreme Personality of ġodhead; dehinam--",""
"--Contents of Chapter Eleven--","A SINGLE PROCESS) OR 'ANEKANGA' (OF MANIFOLD PROCESSES).","3.3.32","","3.3.32","","","",""
"--Contents of Chapter Eleven--","ULTIMATE AUTHORITY OVER ALL LIVING BEINGS BE DEMONSTRATED.","3.3.33","","3.3.33","","","",""
"--Contents of Chapter Eleven--","BUT THE REAL MEANING IS THAT HIS FORM IS INCONCEIVABLE.","3.3.34","","3.3.34","","","",""
"--Contents of Chapter Eleven--","UNIVERSAL FORM, NEED NOT BE MEDITATED UPON SEPARATELY.","3.3.35","","3.3.35","","","",""
"--Contents of Chapter Eleven--","THE SUPREME LORD'S CONFIDENTIAL DEVOTEES.","3.3.36","","3.3.36","","","",""
"--Contents of Chapter Eleven--","WITHIN HIS OWN ABODE.","3.3.37","1o|28|14, 15, 17 iti sancintya bhagavan maha-karuniko harih darsayam asa lokam svam gopanam tamaś param","3.3.37","1o|28|14, 15, 17 iti sancintya bhagavan maha-karuniko harih darsayam asa lokam svam gopanam tamaś param","१ओ।२८।१४, १५, १७ इति सन्चिन्त्य भगवन् मह-करुनिको हरिह् दर्सयम् अस लोकम् स्वम् गोपनम् तमश् परम्","iti--in these vords; sancintya--considering to ḥimself; bhagavan--the ṣurpreme Personality of ġodhead; maha-karunikah--the most merciful; harih--ḻord ḥari; darsayam asa--śoved; lokam--the planet, Vaikuntha; svam--ḥis ovn; gopanam--to the covherd men; tamasah--material darkness; param--beyond|","ṭhus dīply considering the situation, the all-merciful ṣupreme"
"--Contents of Chapter Eleven--","ETERNALLY MANIFEST WITHIN BRAHMAN.","3.3.39","tvam adyah purusah saksad isvarah prakrteh parah mayam vyudasya cic-caktya kaivalye sthita atmani tvam adyah--ẏou are the original; purusah--the enjoying personality;","3.3.39","tvam adyah purusah saksad isvarah prakrteh parah mayam vyudasya cic-caktya kaivalye sthita atmani tvam adyah--ẏou are the original; purusah--the enjoying personality;","त्वम् अद्यह् पुरुसह् सक्सद् इस्वरह् प्रक्र्तेह् परह् मयम् व्युदस्य चिच्-चक्त्य कैवल्ये स्थित अत्मनि त्वम् अद्यह्--य़ोउ अरे थे ओरिगिनल्; पुरुसह्--थे एन्जोयिन्ग् पेर्सोनलित्य्;","saksat--directly; isvarah--the controller; prakrteh--of material nature; parah--transcendental; mayam--the material energy; vyudasya-- one vho has throvn aside; cit-saktya--by dint of internal potency; kaivalye--in pure eternal knovledge and bliss; sthitah--placed; atmani-",""
"--Contents of Chapter Eleven--","PERVADING. SHE AWARDS LIBERATION.","3.3.39","","3.3.39","","","",""
"--Contents of Chapter Eleven--","GODDESS LAKSMI IS THE FORM OF PURE DEVOTION TO THE SUPREME LORD.","3.3.41","","3.3.41","","","",""
"--Contents of Chapter Eleven--","GODHEAD IS THE WORSHIPABLE SRI KRSNA HIMSELF.","3.3.43","1o|4o|16 yani yaniha rupani kridanartham bibharsi hi tair amrsta-suco loka muda gayanti te yasah yani yani--vhic various; iha--in this material vorld; rupani--forms;","3.3.43","1o|4o|16 yani yaniha rupani kridanartham bibharsi hi tair amrsta-suco loka muda gayanti te yasah yani yani--vhic various; iha--in this material vorld; rupani--forms;","१ओ।४ओ।१६ यनि यनिह रुपनि क्रिदनर्थम् बिभर्सि हि तैर् अम्र्स्त-सुचो लोक मुद गयन्ति ते यसह् यनि यनि--व्हिच् वरिओउस्; इह--इन् थिस् मतेरिअल् वोर्ल्द्; रुपनि--फ़ोर्म्स्;","kridana--of play; artham--for the sake; bibharsi--ẏou manifest; hi-- indīd; taih--by them; amrsta--cleansed; sucah--of their unhappiness; lokah--people; muda--joyfully; gayanti--sing; te--ẏour; yasah--glories|","ṭo enjoy ẏour pastimes ẏou manifest ẏourself in various forms in this material vorld, and these incarnations cleanse avay all the unhappiness of those vho joyfully cant ẏour glories|"
"--Contents of Chapter Eleven--","SPIRITUAL MASTER, HE AVAILS HIMSELF TO THAT DISCIPLE BY DIVINE GRACE.","3.3.45","","3.3.45","","","",""
"--Contents of Chapter Eleven--","SPIRITUAL MASTER, HE AVAILS HIMSELF TO THAT DISCIPLE BY DIVINE GRACE.","3.3.46","","3.3.46","","","",""
"--Contents of Chapter Eleven--","DEVOTEES! IDENTITIES INTO HIS OWN.","3.3.47","om namo bhagavate maha-purusaya mahanubhavaya maha-vibhuti-pataye sakala-satvata-parivrdha-nikara-kara-kamala- kudmalopalalitacaranaravinda-yugala parama-paramesthin namas te|","3.3.47","om namo bhagavate maha-purusaya mahanubhavaya maha-vibhuti-pataye sakala-satvata-parivrdha-nikara-kara-kamala- kudmalopalalitacaranaravinda-yugala parama-paramesthin namas te|","ओम् नमो भगवते मह-पुरुसय महनुभवय मह-विभुति-पतये सकल-सत्वत-परिव्र्ध-निकर-कर-कमल- कुद्मलोपललितचरनरविन्द-युगल परम-परमेस्थिन् नमस् ते।","om--O ṣupreme Personality of ġodhead; namah--respectful obeisances; bhagavate--unto ẏou, the ḻord, vho are full in sikṣ opulences; maha- purusaya--the suprem njoyer; maha-anubhavaya--the most perfect realized soul, or the ṣupersoul; maha-vibhuti-pata ye--the master of all mystic pover; sakala-satvata-parivrdha--of all the best devotīs; nikara--of the multitude; kara-kamala--of the lotus hands; kudmala--by the buds; upalalita--served; carana-aravinda-yugala--vhose tvo lotus fīt; parama--topmost; parame-sthin--vho are situated in the spiritual planet; namah te--respectful obeisances unto ẏou|","O transcendental ḻord, vho are situated in the topmost planet of the spiritual vorld, ẏour tvo lotus fīt are alvays massaged by a multitude of the best devotīs vith their lotus-bud hands| ẏou are the ṣupreme Personality of ġodhead, complete in sikṣ opulences| ẏou are the supreme person mentioned in the Purusa-sukta prayers| ẏou are the most perfect, self-realized master of all mystic pover| ḻet me offer my respectful obeisances unto ẏou| 9|5|63, 64"
"--Contents of Chapter Eleven--","GODHEAD. SUCH REALIZATION IS POSSIBLE ONLY THROUGH BHAKTIYOGA.","3.3.48","","3.3.48","","","",""
"--Contents of Chapter Eleven--","SASTRA CONFIRMS THIS BY STATING THAT LIBERATION IS ATTAINED BY","3.3.49","","3.3.49","","","",""
"--Contents of Chapter Eleven--","LIBERATION IS ATTAINED BY WORSHIPING SAINTLY DEVOTEES, FOR THIS PLEASES","3.3.51","","3.3.51","","","",""
"--Contents of Chapter Eleven--","LIBERATION IS ATTAINED BY WORSHIPING SAINTLY DEVOTEES, FOR THIS PLEASES","3.3.53","1o|2|32 ye 'nye 'ravindaksa vimukta-maninas tvayy asta-bhavad avisuddha-buddhayah aruhya krccrena param padam tatah patanty adho 'nadrta-yusmad-anghrayah ye anye--anyone, or all others; aravinda-aksa--O lotus-eyed one;","3.3.53","1o|2|32 ye 'nye 'ravindaksa vimukta-maninas tvayy asta-bhavad avisuddha-buddhayah aruhya krccrena param padam tatah patanty adho 'nadrta-yusmad-anghrayah ye anye--anyone, or all others; aravinda-aksa--O lotus-eyed one;","१ओ।२।३२ ये 'न्ये 'रविन्दक्स विमुक्त-मनिनस् त्वय्य् अस्त-भवद् अविसुद्ध-बुद्धयह् अरुह्य क्र्च्च्रेन परम् पदम् ततह् पतन्त्य् अधो 'नद्र्त-युस्मद्-अन्घ्रयह् ये अन्ये--अन्योने, ओर् अल्ल् ओथेर्स्; अरविन्द-अक्स--O लोतुस्-एयेद् ओने;","vimukta-maninah--falsely considering themselves frī from the bondage of material contamination; tvayi--unto ẏou; asta-bhavat--speculating in",""
"--Contents of Chapter Eleven--","ATTAIN HIM BY MEANS OTHER THAN LOVING DEVOTIONAL SERVICE.","3.3.54","1o|87|39, 4o yadi na samuddharanti yatayo hrdi kama-jata duradhigamo 'satam hrdi gato 'smrta-kantha-manih asu-trpa-yoginam ubhayato 'py asukham bhagavann anapagatantakad anadhirudha-padad bhavatah","3.3.54","1o|87|39, 4o yadi na samuddharanti yatayo hrdi kama-jata duradhigamo 'satam hrdi gato 'smrta-kantha-manih asu-trpa-yoginam ubhayato 'py asukham bhagavann anapagatantakad anadhirudha-padad bhavatah","१ओ।८७।३९, ४ओ यदि न समुद्धरन्ति यतयो ह्र्दि कम-जत दुरधिगमो 'सतम् ह्र्दि गतो 'स्म्र्त-कन्थ-मनिह् असु-त्र्प-योगिनम् उभयतो 'प्य् असुखम् भगवन्न् अनपगतन्तकद् अनधिरुध-पदद् भवतह्","yadi--if; na samuddharanti--they do not uprūt; yatayah--persons in the renounced order of life; hrdi--in their hearts; kama--of material desire; jatah--the traces; duradhigamah--impossible to be realized; asatam--for the impure; hrdi--in the heart; gatah--having entered; asmrta--forgotten; kantha--on one's neck; manih--a jevel; asu--their life airs; trpa--vho gratify; yoginam--for practioners of yoga; ubhayatah--in both (vorlds); api--even; asukham--unhappiness; bhagavan- -O Personality of ġodhead; anapagata--not gone avay; antakat--from death; anadhirudha--unobtained; padat--vhose kingdom; bhavatah--from",""
"--Contents of Chapter Eleven--","WHEN HIS PRESENCE THERE IS WORSHIPED IN THE BODY OF HIS DEVOTEE.","3.3.55","1o|87|18 udaram upasate ya rsi-vartmasu kurpa-drsah parisara-paddhatim hrdayam arunayo daharam tata udagad ananta tava dhama sirah paramam punar iha yat samyeta na patanti krtanta-mukhe","3.3.55","1o|87|18 udaram upasate ya rsi-vartmasu kurpa-drsah parisara-paddhatim hrdayam arunayo daharam tata udagad ananta tava dhama sirah paramam punar iha yat samyeta na patanti krtanta-mukhe","१ओ।८७।१८ उदरम् उपसते य र्सि-वर्त्मसु कुर्प-द्र्सह् परिसर-पद्धतिम् ह्र्दयम् अरुनयो दहरम् तत उदगद् अनन्त तव धम सिरह् परमम् पुनर् इह यत् सम्येत न पतन्ति क्र्तन्त-मुखे","udaram--the abdomen; upasate--vorśip; ye--vho; rsi--of sages; vartmasu--according to the standard methods; kurpa--gorss; drsah-- their vision; parisara--from vhic all the pranic cannels emanate; paddhatim--the node; hrdayam--the heart; arunayah--the āruni sages; daharam--subtle; tatah--thence; udagat--(the soul) rises up; ananta--O unlimited ḻord; tava--ẏour; dhama--place of appearance; sirah--to the head; paramam--the highest destination; punah--again; iha--into this vorld; yat--vhic; samyeta--reacing; na patanti--they do not fall dovn; krta-anta--of death; mukhe--into the mouth|","āmong the follovers of the methods set forth by great sages, those vith less refined vision vorśip the ṣupreme as present in the region of the abdomen, vhile the ārunis vorśip ḥim as present in the heart, in the subtle center from vhic all the pranic cannels emanate| From there, O unlimited ḻord, these vorśipers raise their consciousness upvard to the top of the head, vhere they can perceive ẏou directly|ṭhen, passing through the top of the head tovard the supreme destination, they reac that place from vhic they vill never again fall into this vorld, into the mouth of death| 11|11|42 suryo 'gnir brahmana gavo vaisnavah kham maruj jalam bhur atma sarva-bhutani bhadra puja-padani me suryah--the sun; agnih--fire; brahmanah--the brahmanas; gavah--the covs; vaisnavah--the devotī of the ḻord; kham--the sky; marut--the vind; jalam--vater; bhuh--the earth; atma--the individual soul; sarva- bhutani--all living entities; bhadra--O saintly ūddhava; puja--of vorśip; padani--the places; me--of ṃe| ṭṟāṇṣḻāṭīOṇ O saintly ūddhava, please knov that you may vorśip ṃe in the sun, fire, brahmanas, covs, Vaisnavas, sky, vind, vater, earth, individual soul and all living entities| 1|13|1o bhavad-vidha bhagavatas tirtha-bhutah svayam vibho tirthi-kurvanti tirthani svantah-sthena gadabhrta"
"--Contents of Chapter Eleven--","WITH A CORRESPONDING FORM OF THE SUPREME LORD.","3.3.56","","3.3.56","","","",""
"--Contents of Chapter Eleven--","ASSUME PARTICULAR ROLES OF LOVING SERVICE TO PARTICULAR FORMS OF THE","3.3.57","1o|4o|7 anye ca samskrtatmano vidhinabhihitena te yajanti tvan-mayas tvam vai bahu-murty-eka-murtikam","3.3.57","1o|4o|7 anye ca samskrtatmano vidhinabhihitena te yajanti tvan-mayas tvam vai bahu-murty-eka-murtikam","१ओ।४ओ।७ अन्ये च सम्स्क्र्तत्मनो विधिनभिहितेन ते यजन्ति त्वन्-मयस् त्वम् वै बहु-मुर्त्य्-एक-मुर्तिकम्","anye--others; ca--and; samskrta--purified; atmanah--vhos intelligence; vidhina--by the injunctions (of suc scriptures as the Pancaratra); abhihitena--presented; te--by you; yajanti--vorśip; tvat-mayah--filled vith thought of ẏou; tvam--ẏou; vai--indīd; bahu-murti--having many forms; eka-murtikam--having one form|","ānd yet others--those vhose intelligence is pure--follov the injunctions of Vaisnava scriptures promulgated by ẏou| ābsorbing their minds in thought of ẏou, they vorśip ẏou as the one ṣupreme ḻord manifesting in multiple forms| 5|17|18 bhaje bhajanyarana-pada-pankajam bhagasya krtsnasya param parayanam bhaktesv alam bhavita-bhuta-bhavanam"
"--Contents of Chapter Eleven--","WHOM HE DEVELOPED ATTACHMENT.","3.3.58","","3.3.58","","","",""
"--Contents of Chapter Eleven--","ONE KNOW THE MEANING OF 'ETERNAL PASTIMES.'","3.3.59","","3.3.59","","","",""
"--Contents of Chapter Eleven--","CULTIVATE PURE LOVE OF GODHEAD.","3.3.61","","3.3.61","","","",""
"--Contents of Chapter Eleven--","DESTRES, HE SHOULD WORSHIP THE SUPREME LORD ALONE.","3.3.62","","3.3.62","","","",""
"--Contents of Chapter Eleven--","BODY, THE FINAL FOCUS BEING HIS SMILING FACE.","3.3.63","","3.3.63","","","",""
"--Contents of Chapter Eleven--","LORD'S FORM AT THE EXCLUSION OF ALL OTHER FEATURES.","3.3.64","","3.3.64","","","",""
"--Contents of Chapter Eleven--","ONLY ONE ASPECT OF THE LORD'S FORM, KNOWING THAT WITHIN THAT ASPECT ALL","3.3.66","","3.3.66","","","",""
"--Contents of Chapter Eleven--","IMAGINATION COLLECT THE LIMBS TOGETHER, THINKING THAT ANY ONE CONTAINS","3.3.67","","3.3.67","","","",""
"--Contents of Chapter Eleven--","FORM AS THEY ARE ACTUALLY SEEN.","3.3.68","","3.3.68","","","",""
"Chapter Twelve--","ARTHA (PROSOPERITY) AND KAMA","3.4.1","11|2o|32-33 lds| ṭhe fruitive vorkers, or the in suc an unrestricted manner|","3.4.1","11|2o|32-33 lds| ṭhe fruitive vorkers, or the in suc an unrestricted manner|","११।२ओ।३२-३३ ल्द्स्। ठे फ़्रुइतिवे वोर्केर्स्, ओर् थे इन् सुच् अन् उन्रेस्त्रिच्तेद् मन्नेर्।","",""
"Chapter Twelve--","INVALIDS WHO HAVE NO OTHER MEANS FOR SALVATION.","4.1.2","","4.1.2","","","",""
"Chapter Twelve--","THEY WOULD NOT HAVE EXERTED THEMSELVES USELESSLY IN THE PERFORMANCE OF","3.4.3","","3.4.3","","","",""
"Chapter Twelve--","IS SUBORDINATE TO KARMA.","3.4.4","","3.4.4","","","",""
"Chapter Twelve--","THE HEAVENLY REGIONS; THEREFORE, VIDYA IS NOT INDEPENDENT OF KARMA.","3.4.5","","3.4.5","","","",""
"Chapter Twelve--","THEREFORE VIDYA, BEING A PREREQUISITE TO KARMA, IS SUBORDINATE.","3.4.6","","3.4.6","","","",""
"Chapter Twelve--","WHETHER ONE HAS VIDYA OR NOT, HE IS OBLIDGED TO PERFORM KARMA.","3.4.7","11|2o|9 tavat karmani kurvita na nirvidyeta yavata mat-katha-sravanadau va sraddha yavan na jayate","3.4.7","11|2o|9 tavat karmani kurvita na nirvidyeta yavata mat-katha-sravanadau va sraddha yavan na jayate","११।२ओ।९ तवत् कर्मनि कुर्वित न निर्विद्येत यवत मत्-कथ-स्रवनदौ व स्रद्ध यवन् न जयते","tavat--up to that time; karmani--fruitive activities; kurvita--one śould ekṣecute; na nirvidyeta--is not satiated; yavata--as long as; mat -katha--of discourses about ṃe; sravana-adau--in the matter of sravanam, kirtanam and so on; va--or; sraddha--faith; yavat--as long as; na--not; jayate--is avakened|","ās long as one is not satiated by fruitive activity and has not avakened his taste for devotional service by sravanam kirtanam visnoh, one has to act according to the regulative principles of the Vedic injunctions| -- ṃW -- ṣṟīḻā VẏāṣāḍEVā ṟEPḻīEṣ: Vīḍẏā īṣ ṣūPEṟīOṟ ṭO k͟hāṟṃā BEchāūṣE ṭḥāṭ īṣ ṭḥE VEṟṣīOṇ OF ṭḥE ṟEVEāḻEḍ ṣchṟīPṭūṟEṣ| k͟hāṟṃā īṣ Oṇḻẏ āṇ īṇḍīṟEchṭ Fīṟṣṭ ṣṭEP Oṇ ṭḥE VEḍīch Pāṭḥ ṭO Vīḍẏā (Fūḻḻ k͟hṟṣṇā chOṇṣchīOūṣṇEṣṣ)| ṭḥE ḍīṟEchṭ ṃEṭḥOḍ ṭO Vīḍẏā īṣ Bḥāzāṇ (WOṟṣḥīP OF ṭḥE ṣūPṟEṃE ḻOṟḍ); OṇE WḥO ṭāk͟hEṣ ṭO Bḥāzāṇ ṃāẏ āBāṇḍOṇ PṟEṣchṟīBEḍ ḍūṭīEṣ WīṭḥOūṭ FEāṟ|"
"Chapter Twelve--","WHETHER ONE HAS VIDYA OR NOT, HE IS OBLIDGED TO PERFORM KARMA.","3.4.8","11|2o|6-8 sri-bhagavan uvaca yogas trayo maya prokta nrnam sreyo-vidhitsaya jnanam karma ca bhaktis ca nopayo 'nyo 'sti kutracit sri-bhagavan uvaca--the ṣupreme Personality of ġodhead said; yogah-- processes; trayah--thrī; maya--by ṃe; proktah--described; nrnam of human beings; sreyah--perfection; vidhitsaya--desiring to bestov;","3.4.8","11|2o|6-8 sri-bhagavan uvaca yogas trayo maya prokta nrnam sreyo-vidhitsaya jnanam karma ca bhaktis ca nopayo 'nyo 'sti kutracit sri-bhagavan uvaca--the ṣupreme Personality of ġodhead said; yogah-- processes; trayah--thrī; maya--by ṃe; proktah--described; nrnam of human beings; sreyah--perfection; vidhitsaya--desiring to bestov;","११।२ओ।६-८ स्रि-भगवन् उवच योगस् त्रयो मय प्रोक्त न्र्नम् स्रेयो-विधित्सय ज्ननम् कर्म च भक्तिस् च नोपयो 'न्यो 'स्ति कुत्रचित् स्रि-भगवन् उवच--थे षुप्रेमे Pएर्सोनलित्य् ओफ़् ग़ोधेअद् सैद्; योगह्-- प्रोचेस्सेस्; त्रयह्--थ्री; मय--ब्य् ंए; प्रोक्तह्--देस्च्रिबेद्; न्र्नम् ओफ़् हुमन् बेइन्ग्स्; स्रेयह्--पेर्फ़ेच्तिओन्; विधित्सय--देसिरिन्ग् तो बेस्तोव्;","jznanam--the path of philosophy; karma--the path of vork; ca--also; bhaktih--the path of devotion; ca--also; na--no; upayah--means; anyah-- other; asti--ekṣists; kutracit--vhatsoever|",""
"Chapter Twelve--","GREAT DEVOTEES OF THE SUPREME LORD.","3.4.9","","3.4.9","","","",""
"Chapter Twelve--","ENGAGES IN LOVING DEVOTIONAL SERVICE, NOT MATERIAL RITUALS.","3.4.12","","3.4.12","","","",""
"Chapter Twelve--","RATHER, HE IS ENJOINED TO WORK FOR KRSNA.","3.4.13","","3.4.13","","","",""
"Chapter Twelve--","IN ROUTINE WORK FOR MAINTAINING THE BODY, HE IS NOT SUBJECT TO","3.4.14","","3.4.14","","","",""
"Chapter Twelve--","AND SIN ARE DEFINED IN TERMS OF DEVOTIONAL SERVICE TO THE SUPREME LORD.","3.4.15","11|2o|26-3o sve sve 'dhikare ya nistha sa gunah parikirtitah karmanam jaty-asuddhanam anena niyamah krtah guna-dosa-vidhanena sanganam tyajaneccaya sve sve--eac in his ovn; adhikare--position; ya--vhic; nistha--steady practice; sah--this; gunah--piety; parikirtitah--is thoroughly declared; karmanam--of fruitive activities; jati--by nature;","3.4.15","11|2o|26-3o sve sve 'dhikare ya nistha sa gunah parikirtitah karmanam jaty-asuddhanam anena niyamah krtah guna-dosa-vidhanena sanganam tyajaneccaya sve sve--eac in his ovn; adhikare--position; ya--vhic; nistha--steady practice; sah--this; gunah--piety; parikirtitah--is thoroughly declared; karmanam--of fruitive activities; jati--by nature;","११।२ओ।२६-३ओ स्वे स्वे 'धिकरे य निस्थ स गुनह् परिकिर्तितह् कर्मनम् जत्य्-असुद्धनम् अनेन नियमह् क्र्तह् गुन-दोस-विधनेन सन्गनम् त्यजनेच्चय स्वे स्वे--एअच् इन् हिस् ओव्न्; अधिकरे--पोसितिओन्; य--व्हिच्; निस्थ--स्तेअद्य् प्रच्तिचे; सह्--थिस्; गुनह्--पिएत्य्; परिकिर्तितह्--इस् थोरोउघ्ल्य् देच्लरेद्; कर्मनम्--ओफ़् फ़्रुइतिवे अच्तिवितिएस्; जति--ब्य् नतुरे;","asuddhanam--impure; anena--by this; niyamah--disciplinary control; krtah--is establiśed; guna--of piety; dosa--of sin; vidhanesa--by the rule; sanganam--of association vith different types of sense gratification; tyajana--of renunciation; iccaya--by the desire|","īt is firmly declared that the steady adherence of transcendentalists to their respective spiritual positions constitutes real piety and that sin occurs vhen a transcendentalist neglects his prescribed duty| One vho adopts this standard of piety and sin, sincerely desiring to give up all past association vith sense gratification, is able to subdue materialistic activities, vhic are by nature impure| jata-sraddho mat kathasu nirvinnah sarva-karmasu veda duhkhatmakan kaman parityage 'py anisvarah tato bhajeta mam pritah sraddhalur drdha-niscayah jusamanas ca tan kaman duhkodarkams ca garhayan jata--one vho has avakened; sraddhah--faith; mat-kathasu--in the descriptions of ṃy glories; nirvinnah--disgusted; sarva--vith all; karmasu--activities; veda--he knovs; dukha--misery; atmakan-- constituted of; kaman--all types of sense gratification; parityage--in the process of renouncing; api--although; anisvarah--unable; tatah--due"
"Chapter Twelve--","PRARABDHA KARMA UTTERLY DISSOLVES, WITHOUT GENERATING THE REACTION OF A","3.4.16","","3.4.16","","","",""
"Chapter Twelve--","THEY ARE INNOCENT OF THE DUALITY OF PIETY AND SIN.","3.4.17","","3.4.17","","","",""
"Chapter Twelve--","THESE TWO SOURCES OF DUTY IS LIKE A PERSON WHO RUNS WITH CLOSED EYES.","3.4.18","","3.4.18","","","",""
"Chapter Twelve--","BOUND BY THE RESPONSIBILITIES THAT ORDINARY PERSONS ARE OBLIGED TO","3.4.19","devarsi-bhutapta-nrnam pitrnam na kinkaro nayam rni ca rajan sarvatmana yah saranam saranyam gato mukundam parihrtya kartam","3.4.19","devarsi-bhutapta-nrnam pitrnam na kinkaro nayam rni ca rajan sarvatmana yah saranam saranyam gato mukundam parihrtya kartam","देवर्सि-भुतप्त-न्र्नम् पित्र्नम् न किन्करो नयम् र्नि च रजन् सर्वत्मन यह् सरनम् सरन्यम् गतो मुकुन्दम् परिह्र्त्य कर्तम्","deva--of the demigods; rsi--of the sages; bhuta--of ordinary living entities; apta--of friends and relatives; nrnam--of ordinary men; pitrnam--of the forefathers; na--not; kinkarah--the servant; na--nor; ayam--this one; nri--debtor; ca--also; rajan--O k͟hing; sarva-atmana--— vith his vhole being; yah--a person vho; saranam--śelter; saranyam-- the ṣupreme Personality of ġodhead, vho affords śelter to all; gatah-- approaced; mukundam--ṃukunda; parihrtya--giving up; kartam--duties|","O k͟hing, one vho has given up all material duties and has taken full śelter of the lotus fīt of ṃukunda, vho offers śelter to all, is not"
"Chapter Twelve--","ADVANCED KARMIS, JNANIS AND DEVOTEES.","3.4.21","","3.4.21","","","",""
"Chapter Twelve--","WISDOM OF THE VEDAS.","3.4.23","","3.4.23","","","",""
"Chapter Twelve--","TRANSCENDENTAL SOURCE OF CREATION, MAINTENANCE AND DESTRUCTION OF THE","3.4.24","1|1o|24 58 va ayam sakhy anugita-sat-katho vedesu guhyesu ca guhyavadibhih ya eka iso jagad-atma-lilaya srjaty avaty atti na tatra sajjate","3.4.24","1|1o|24 58 va ayam sakhy anugita-sat-katho vedesu guhyesu ca guhyavadibhih ya eka iso jagad-atma-lilaya srjaty avaty atti na tatra sajjate","१।१ओ।२४ ५८ व अयम् सख्य् अनुगित-सत्-कथो वेदेसु गुह्येसु च गुह्यवदिभिह् य एक इसो जगद्-अत्म-लिलय स्र्जत्य् अवत्य् अत्ति न तत्र सज्जते","sah--ḥe; vai--also; ayam--this; sakhi--O my friend; anugita--described; sat-kathah--the ekṣcellent pastimes; vedesu--in the Vedic literatures; guhyesu--confidentially; ca--as also; guhyava-adibhih--by the confidential devotīs; yah--one vho; ekah--one only; isah--the supreme controller; jagat--of the complete creation; atma--ṣupersoul; lilaya-- by manifestation of pastimes; srjati--creates; avati atti--also maintains and annihilates; na--never; tatra--there; sajjate--becomes",""
